Text,Product_Start,Product_End,Price_Start,Price_End,Promotion_Start,Promotion_End,Marketplace_Start,Marketplace_End,,,,
"ada produk skincare ""Centella Blemish Cream"" dari merek Cosrx yang katanya bisa bantu ngurangin jerawat dan bekasnya. Gue pengen banget beli, tapi masih ragu apakah bakal seampuh yang diceritain. tapi harganya cukup pricey, 185K di tokopedia",11,18,224,227,,,232,240,,,,
"ada nih skincare ""Sheet Mask"" dari merek Tony Moly yang lagi hits banget. Gue penasaran banget pengen coba, tapi masih bimbang mau pilih yang aloe vera atau yang rose. Takut hasilnya nggak sesuai harapan. harganya 10k di shopee",8,15,214,216,,,221,226,,,,
"skincare SKINTIFIC 5X Ceramide Low pH Cleanser Gentle 80ml di lazada cuman 65K 
",0,7,75,77,,,62,67,,,,
"skincare SKINTIFIC Mugwort Anti Pores Acne Clay Mask lagi diskon di lazada 79000
",0,7,75,79,,,68,73,,,,
"skincare THE ORIGINOTE RETINOL B3 Serum diskon 38% harganya 40000
",0,7,60,64,40,49,,,,,,
"skincare GARNIER MICELLAR ROSE WATER 400ml dapat 2 harganya best deal banget 142000 aja di lazada
 ",0,7,77,82,,,91,96,,,,
"pengen beli skincare SKINTIFIC Alaska Volcano Pore Detox Clay Stick harganya 57000 dari harga 139000
",12,19,94,99,,,,,,,,
"pengen banget beli skincare baru produknya SKINTIFIC 5X Ceramide Serum Sunscreen SPF 50 PA++++ harganya 65000 dari 199000
 ",19,26,104,108,,,,,,,,
"ada promo bodycare BUY 1 GET 1 SOMETHINC Bakuchiol R-Cover Firming Body Creme Jadi 35k dapat 2, ada tambahan diskon ",,,83,85,87,93,,,,,,
ada promo bodycare bundle VASELINE Gluta Hya Dewy Radiance DAPAT 2 di lazada harganya 69000,10,17,86,90,59,65,70,75,,,,
ada promo bodycare BRIGHTY Glowing Underarm + Underarm Scrub di female daily harganya 95000 dapat 2pc ,10,17,86,90,98,100,64,75,,,,
ada promo bodycare ELUMOR Oxter Cream di instagram harganya jadi 400000,10,17,65,70,,,41,49,,,,
"pengen beli bodycare GRACE AND GLOW Rouge 540 Gentle Scrub Body Wash
 soalnya lagi butuh banget harganya 46000 dari shopee",12,19,106,110,,,117,122,,,,
"ada diskon bodycare BUY 1 GET 1 Vaseline All Day Radiant Free Rosy Liptinted di shopee harganya 32000 aja 
",11,18,96,100,20,30,,,,,,
ada diskon bodycare Vaseline Gluta Hya Gold Flawless Bright 200ml 47000 di tokopedia,11,18,66,70,,,75,83,,,,
"pengen coba skincare ""Hyaluronic Acid Serum"" dari merek Hada Labo? Gue penasaran banget sama produk ini yang katanya bisa bikin kulit lembap dan kenyal. Tapi masih ragu apakah beneran sebagus yang dibicarakan. ada di shopee harganya 50000",12,19,233,237,,,217,222,,,,
"lagi mikir-mikir mau beli skincare ""Collagen Power Lifting Cream"" dari merek Etude House. Katanya sih bisa bikin kulit kencang dan awet muda. Tapi bimbang juga, takut jadi terlalu berat untuk kulit gue yang oily. di shopee harganya 246000",26,33,232,237,,,216,221,,,,
"Gue lagi dilema antara mau coba skincare ""Snail Repairing Foam Cleanser"" dari merek Some By Mi atau ""AHA/BHA Clarifying Treatment Toner"" dari merek Cosrx. Pingin banget punya kulit yang bersih dan bebas jerawat, tapi tetep bingung pilih yang mana. soalnya harganya cukup mahal 270000",32,39,277,282,,,,,,,,
Baru aja pengen peralatan bayi beli botol susu merek Philips Avent dengan harga Rp250.000 di supermarket dekat rumah. Katanya bagus banget buat bayi karena desainnya anti kolik.,36,45,82,88,,,93,103,,,,
"Sudah cari-cari, akhirnya nemu peralatan bayi stroller merk Babyzen Yoyo dengan harga sekitar Rp5.000.000 di Baby Shop Mall. Tapi masih bimbang, apakah investasi ini worth it untuk kemudahan bawa bayi keliling.",46,53,96,104,,,,,,,,
"Aku lagi galau mau beli baby carrier merkapa. kayaknya Ergobaby harganya sekitar Rp1.500.000 di e-commerce, tapi Tula ada diskon 30% di Baby Expo .",24,35,83,91,122,131,,,,,,
"Adikku butuh mainan gigitan bayi, jadi aku mau beli Sophie La Girafe yang lucu itu. Harganya sekitar Rp300.000 di toko mainan online, tapi aku mau beli di shopee",13,18,103,109,,,155,160,,,,
"Sudah mikir-mikir mau beli kursi makan bayi merk Fisher-Price. Fisher-Price harganya sekitar Rp800.000 di baby store, tapi Chicco juga bagus dan harganya lebih murah sekitar Rp600.000.",27,42,95,101,154,164,,,,,,
"Beli baju bayi brand Carter's itu yang bikin aku bingung. Carter's lebih terkenal dan harganya sekitar Rp150.000 per piece di outlet, sementara Mothercare ada promo buy 1 get 1 di department store.",5,13,105,111,165,175,180,195,,,,
Baru aja kepikiran beli sterilizer merek Tommee Tippee dengan harga Rp800.000 di online shop. Katanya ini praktis banget buat sterilisasi botol dan perlengkapan bayi lainnya. beli gak ya?,24,33,70,76,,,81,91,,,,
"Pengen beli baby bouncer merk Babybjorn yang ada getaran dan musiknya. Harganya sekitar Rp1.500.000 di baby store, tapi aku belum yakin apakah bayi aku bakal suka atau enggak.",12,23,90,98,,,103,112,,,,
"Ada stroller bayi merk Joie yang lagi hits di Shopee dengan harga promo cuma Rp1.500.000. Aku pengen  langsung order deh, biar bisa jalan-jalan bareng bayi dengan lebih nyaman.",4,11,79,87,,,46,51,,,,
"Produk favoritku, botol susu merk Tommee Tippee, tersedia dengan harga terbaik di Shopee. Aku pengen beli beberapa botol dengan harga spesial hanya Rp150.000 untuk memenuhi kebutuhan bayiku.",18,27,150,156,,,82,87,,,,
aku mencari bath tub yang aman dan nyaman. Akhirnya aku menemukan baby bath tub merk Summer Infant di Shopee dengan harga spesial hanya Rp300.000. ,66,78,138,144,,,102,107,,,,
Aku ingin membeli baju bayi yang lucu dan nyaman. Aku menemukan romper bayi merk Carter's di Zalora dengan harga Rp150.000. Aku langsung membelinya karena diskon besar-besaran.,18,26,115,121,,,93,98,,,,
Aku ingin memiliki sepatu hak tinggi yang stylish. Aku menemukan high heels merk Aldo di Shopee dengan harga diskon Rp500.000. Aku langsung menambahkannya ke keranjang belanjaanku.,19,24,118,124,,,89,94,,,,
Aku membutuhkan tas bayi yang fungsional dan stylish. Aku tertarik dengan diaper bag merk Skip Hop di Tokopedia dengan harga Rp400.000. Banyak kompartemen dan desainnya yang cantik membuatku tertarik.,16,23,127,133,,,102,110,,,,
Aku ingin membeli baju pesta yang elegan. Aku menemukan evening dress merk Adrianna Papell di Zalora dengan harga Rp1.500.000. Aku terpesona dengan desainnya dan langsung menaruhnya dalam daftar keinginanku.,18,22,116,124,,,94,99,,,,
"Untuk melengkapi tampilan fashion, aku ingin membeli anting yang cantik. Aku memilih earrings merk Pandora di Lazada dengan harga Rp800.000. Aku yakin akan terlihat lebih glamor dengan aksesoris ini. tapi masih dilemma",53,58,132,138,,,110,115,,,,
Aku ingin membeli celana jeans yang nyaman dan pas di tubuh. Aku menemukan skinny jeans merk Levi's di Shopee dengan harga diskon Rp600.000. Aku langsung menambahkannya ke troli belanjaanku.,18,29,132,138,,,103,108,,,,
Aku ingin memiliki tas tangan yang cocok untuk kegiatan sehari-hari. Aku tertarik dengan handbag merk Michael Kors di Tokopedia dengan harga Rp2.000.000. Desainnya yang klasik membuatnya sempurna untuk setiap kesempatan.,19,22,143,151,,,118,126,,,,
Aku membutuhkan pakaian tidur yang nyaman untuk bayiku. Aku memilih sleepwear merk Petit Bateau di Zalora dengan harga Rp300.000. Bahan katunnya lembut dan bayiku pasti akan tidur dengan nyenyak.,16,22,121,127,,,99,104,,,,
Aku ingin membeli sneakers yang stylish dan nyaman. Aku menemukan sneakers merk Nike di Lazada dengan harga diskon Rp1.000.000. ,18,25,117,125,,,88,93,,,,
Aku ingin memiliki jam tangan yang elegan dan fungsional. Aku tertarik dengan watch merk Fossil di Shopee dengan harga Rp1.500.000. Aku yakin jam tangan ini akan menjadi aksesoris yang sempurna.,19,28,121,129,,,99,104,,,,
Aku membutuhkan baju renang untuk liburan keluarga. Aku menemukan swimsuit merk Speedo di Tokopedia dengan harga Rp400.000. Desainnya yang modis dan kualitasnya yang bagus membuatku tertarik.,16,19,115,121,,,90,98,,,,
Aku ingin membeli baju olahraga yang nyaman dan stylish. Aku memilih sportswear merk Adidas di Zalora dengan harga Rp600.000.,18,21,117,123,,,95,100,,,,
Aku ingin membeli jaket motor yang stylish dan berkualitas. Aku menemukan jaket motor merk Alpinestars di toko sepeda motor terdekat dengan harga Rp1.500.000. Jaket ini akan membuat tampilan motorriding-ku lebih keren.,18,22,148,156,,,106,116,,,,
Aku mencari sarung tangan berkendara yang tahan air dan tahan angin. Aku menemukan sarung tangan merk Racer di toko perlengkapan motor online dengan harga Rp500.000. ,12,24,157,163,,,111,133,,,,
Aku ingin membeli helm berkendara yang aman dan stylish. Aku menemukan helm merk Shoei di dealer helm motor terdekat dengan harga Rp3.000.000. ,18,21,132,140,,,90,106,,,,
Aku mencari sepatu motor yang nyaman dan anti-slip. Aku menemukan sepatu motor merk TCX di toko perlengkapan motor online dengan harga Rp1.200.000.,12,17,137,145,,,91,113,,,,
Aku ingin memiliki celana motor yang fashionable dan tahan lama. Aku menemukan celana motor merk Dainese di toko perlengkapan motor terdekat dengan harga Rp2.000.000. ,19,30,156,164,,,108,130,,,,282
Aku ingin membeli kacamata riding yang stylish dan melindungi mata dari debu dan sinar UV. Aku menemukan kacamata riding merk Oakley di toko perlengkapan motor terdekat dengan harga Rp2.500.000. ,18,25,184,192,,,136,158,,,,
Aku mencari kaos berkendara yang breathable dan anti-keringat. Aku menemukan kaos berkendara merk Rev'it di toko perlengkapan motor online dengan harga Rp500.000. ,12,15,154,160,,,108,130,,,,
Aku ingin membeli jaket hujan yang tahan air dan mudah dibawa. Aku menemukan jaket hujan merk Dainese di toko perlengkapan motor terdekat dengan harga Rp800.000. ,18,22,153,159,,,105,127,,,,
Aku mencari sarung tangan motor dengan teknologi touchscreen yang memudahkan penggunaan smartphone saat berkendara. Aku menemukan sarung tangan merk Held di toko perlengkapan motor online dengan harga Rp600.000 dan juga ada harga promo potongan 20%,12,24,203,209,236,247,157,179,,,,
Aku ingin membeli jam tangan mewah untuk tampilan yang elegan. Aku menemukan jam tangan merk Michael Kors dengan harga Rp2.500.000 di toko perhiasan terkemuka. Ada promo best deal dengan diskon 30% yang membuat harga menjadi Rp1.750.000.,18,27,227,235,187,196,134,147,,,,
"Aku mencari tas selempang yang trendi dan fungsional. Aku menemukan tas selempang merk Coach dengan harga Rp1.800.000 di toko fashion terkenal. Ada promo best deal dengan beli 1 gratis 1, jadi aku mendapatkan dua tas dengan harga tersebut.",12,14,108,116,171,185,121,125,,,,
"Aku ingin memiliki anting-anting berlian yang mewah dan memikat perhatian. Aku menemukan anting-anting merk Tiffany & Co. dengan harga Rp5.000.000 di butik perhiasan eksklusif. Saat ini ada promo best deal dengan diskon 20%, sehingga harganya menjadi Rp4.000.000.",19,31,253,261,213,222,150,155,,,,
"Aku mencari kalung berliontin yang cantik dan elegan. Aku menemukan kalung merk Pandora dengan harga Rp1.200.000 di toko perhiasan terkenal. Saat ini ada promo best deal dengan diskon tambahan 10%, membuat harga menjadi Rp1.080.000.",12,17,103,111,177,195,116,129,,,,
Aku ingin membeli kacamata hitam yang stylish dan melindungi mata dari sinar UV. Aku menemukan kacamata merk Ray-Ban dengan harga Rp1.500.000 di toko fashion ternama. Ada promo best deal dengan potongan harga 20% hanya untuk hari ini.,18,25,132,140,194,211,145,149,,,,
"Aku mencari gelang emas yang simple namun elegan. Aku menemukan gelang merk Swarovski dengan harga Rp800.000 di butik perhiasan terkenal. Ada promo best deal dengan pembelian minimal Rp1.000.000, aku mendapatkan diskon 30% untuk semua produk perhiasan.",12,17,101,107,212,221,112,126,,,,
"Aku ingin membeli topi dengan desain unik dan kekinian. Aku menemukan topi merk Brixton dengan harga Rp500.000 di toko fashion streetwear. Ada promo best deal dengan beli dua gratis satu, jadi aku mendapatkan tiga topi dengan harga tersebut.",18,21,103,109,,,114,125,,,,
"Aku mencari ikat pinggang kulit asli yang tahan lama dan bergaya. Aku menemukan ikat pinggang merk Gucci dengan harga Rp2.000.000 di butik desainer terkenal. Saat ini ada promo best deal dengan diskon 40% untuk koleksi aksesoris, termasuk ikat pinggang ini.",12,24,120,128,194,203,133,147,,,,
Aku mencari set panci yang berkualitas dan tahan lama. Aku menemukan set panci merk Tefal dengan harga Rp900.000 di toko peralatan dapur terkenal. Ada promo best deal dengan potongan harga tambahan sebesar Rp100.000.,12,20,105,111,,,116,135,,,,
Aku ingin memiliki rice cooker yang praktis dan hemat energi. Aku menemukan rice cooker merk Panasonic dengan harga Rp500.000 di toko elektronik online. Saat ini ada promo best deal dengan cashback 10% jika menggunakan kartu kredit tertentu.,19,29,118,124,189,200,129,143,,,,
Aku mencari mesin cuci yang efisien dan ramah lingkungan. Aku menemukan mesin cuci merk LG dengan harga Rp3.000.000 di toko elektronik terpercaya. Ada promo best deal dengan gratis pengiriman ke seluruh wilayah.,12,21,106,114,,,119,133,,,,
Aku ingin membeli set pisau dapur yang tajam dan nyaman digunakan. Aku menemukan set pisau dapur merk Zwilling J.A. Henckels dengan harga Rp1.500.000 di toko peralatan dapur ternama. Saat ini ada promo best deal dengan diskon 15% untuk pembelian online.,18,26,140,148,219,228,153,172,,,,
Aku mencari set perkakas dapur stainless steel yang awet dan mudah dibersihkan. Aku menemukan set perkakas dapur merk KitchenAid dengan harga Rp800.000 di toko peralatan dapur online. Ada promo best deal dengan tambahan bonus spatula dan sendok sayur.,12,23,144,150,,,155,174,,,,
Aku mencari vacuum cleaner yang efektif dan hemat energi. Aku menemukan vacuum cleaner merk Dyson dengan harga Rp5.000.000 di toko elektronik premium. Ada promo best deal dengan gratis tambahan aksesoris dan garansi tambahan.,12,17,113,121,,,126,140,,,,
Aku ingin membeli set alat baking yang lengkap dan berkualitas. Aku menemukan set alat baking merk Wilton dengan harga Rp700.000 di toko peralatan dapur online. Saat ini ada promo best deal dengan diskon 10% untuk pembelian pertama kali.,18,32,121,127,197,206,132,151,,,,
Aku mencari blender portable yang praktis untuk membuat jus segar. Aku menemukan blender portable merk Blendjet dengan harga Rp300.000 di toko elektronik online. Ada promo best deal dengan diskon tambahan Rp50.000 untuk pembelian dua unit.,12,18,127,133,,,138,152,,,,
Aku ingin memiliki toaster yang cepat dan memiliki fitur defrost. Aku menemukan toaster merk Russell Hobbs dengan harga Rp400.000 di toko peralatan dapur terdekat. Ada promo best deal dengan cashback 20% untuk setiap pembelian di atas Rp300.000.,19,25,122,128,191,202,133,152,,,,
Aku ingin memiliki set alat kebersihan rumah yang lengkap dan berkualitas. Aku menemukan set alat kebersihan rumah merk Vileda dengan harga Rp350.000 di toko peralatan rumah terkenal. Ada promo best deal dengan tambahan bonus lap mikrofiber.,19,37,142,148,,,153,172,,,,
"Aku tertarik untuk membeli buku pengembangan diri ""Mindset: The New Psychology of Success"" karya Carol S. Dweck. Harganya berkisar antara Rp150.000 - Rp200.000 di toko buku Gramedia. Saat ini ada promo best deal dengan diskon 20% untuk anggota Gramedia Rewards.",27,30,140,146,219,228,173,180,,,,
"Aku ingin memiliki buku ""Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones"" karya James Clear. Harganya sekitar Rp250.000 - Rp300.000 di toko buku Kinokuniya. Ada promo best deal dengan potongan harga tambahan sebesar Rp50.000 jika membeli online melalui situs resmi Kinokuniya.",19,22,150,156,,,171,180,,,,
"Aku mencari buku ""The Power of Now: A Guide to Spiritual Enlightenment"" karya Eckhart Tolle. Harganya sekitar Rp200.000 - Rp250.000 di toko buku Periplus. Saat ini ada promo best deal dengan diskon 15% untuk semua buku kategori pengembangan diri.",12,15,112,118,191,200,145,152,,,,
"Aku tertarik untuk membeli buku ""The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life"" karya Mark Manson. Harganya berkisar antara Rp90.000 di toko buku Books & Beyond. Ada promo best deal dengan cashback 10% jika menggunakan aplikasi Books & Beyond.",27,30,167,172,230,241,187,200,,,,
"Aku ingin memiliki buku ""The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change"" karya Stephen R. Covey.Saat ini ada promo best deal dengan diskon 20% untuk pembelian di atas Rp200.000. ",19,22,199,205,162,171,,,,,,
"Aku ingin memiliki buku ""Rich Dad Poor Dad"" karya Robert T. Kiyosaki. Harganya biasanya sekitar Rp150.000, tetapi saat ini ada promo best deal di Bukalapak dengan harga diskon hanya Rp100.000.",19,22,184,190,169,190,,,,,,
"Aku tertarik untuk memiliki buku ""Start with Why"" karya Simon Sinek. Harganya biasanya sekitar Rp280.000, tetapi saat ini ada promo best deal di Gunung Agung dengan diskon 30%, sehingga bisa dibeli dengan harga Rp196.000.",28,31,213,219,165,174,145,156,,,,
"Aku mencari buku ""Dare to Lead"" karya Brené Brown. Harganya sekitar Rp200.000, tetapi saat ini ada promo best deal di Bukukita dengan potongan harga 50%, sehingga bisa didapatkan dengan harga Rp100.000.
",12,15,194,200,134,151,118,125,,,,
"Aku ingin membeli buku ""The Alchemist"" karya Paulo Coelho. Harganya biasanya sekitar Rp120.000, tetapi saat ini ada promo best deal di Aksara dengan diskon 20%, sehingga bisa dibeli dengan harga Rp96.000.",18,21,87,93,149,158,135,140,,,,
"Aku tertarik untuk memiliki buku ""Think and Grow Rich"" karya Napoleon Hill. Harganya biasanya sekitar Rp170.000, tetapi saat ini ada promo best deal di Gramedia Online dengan penawaran beli 2 gratis 1, sehingga bisa mendapatkan",28,31,104,110,185,199,152,160,,,,
"Aku ingin membeli produk skincare bayi dari ""Baby Delight"". Merek ini terpercaya dan saat ini ada promo best deal di Sociolla dengan harga spesial untuk paket lengkap. harganya murah hanya 170K




",25,37,189,192,,,117,124,,,,
"Aku tertarik dengan rangkaian produk skincare bayi dari ""Babyganics"". Merek ini menggunakan bahan-bahan alami dan saat ini ada promo best deal di JD.ID dengan diskon besar-besaran.harganya murah hanya 90k",37,49,201,203,,,146,150,,,,
"Aku mencari skincare bayi dari merek lokal ""Purebaby"". Merek ini menawarkan harga yang terjangkau dan saat ini ada promo best deal di Blibli dengan potongan harga menarik.harganya murah hanya 240k",12,24,192,195,,,134,139,,,,
"Aku ingin mencoba rangkaian produk skincare bayi dari ""Cocobee"". Merek ini terkenal dengan keamanannya dan saat ini ada promo best deal di Lazada dengan harga spesial.250.000",35,47,167,173,,,139,144,,,,
"Aku tertarik dengan produk skincare bayi dari ""Baby Blossom"". Merek ini menggunakan bahan-bahan alami dan saat ini ada promo best deal di Bukalapak dengan diskon eksklusif.harganya murah hanya 180.000",27,39,193,199,,,138,146,,,,
"Aku mencari skincare bayi dari merek lokal ""Kiddos Care"". Merek ini mengutamakan kelembutan dan saat ini ada promo best deal di Tokopedia dengan harga diskon besar. harganya murah hanya 65.000",12,24,186,191,,,128,136,,,,
"Aku mencari produk skincare bayi dari merek lokal ""MoltoCare"". Merek ini menawarkan harga terjangkau dan saat ini ada promo best deal di Sociolla dengan diskon tambahan.harganya murah hanya 160k",19,31,190,193,,,137,144,,,,
"Aku ingin mencoba produk skincare bayi dari ""Cussons Baby"". Merek ini terpercaya dan saat ini ada promo best deal di JD.ID dengan diskon eksklusif.harganya murah hanya 120k",25,37,168,171,,,,,,,,
"Aku ingin membeli produk skincare bayi dari ""Little Bloom"". Merek ini memiliki formula lembut dan saat ini ada promo best deal di Bukalapak dengan penawaran buy 1 get 1.. harganya murah hanya 300.000",25,37,192,198,157,167,130,138,,,,
"Aku ingin mencoba rangkaian skincare bayi dari merek lokal ""NaturaBaby"". Harganya terjangkau, dan saat ini ada promo best deal di Shopee dengan diskon 20%.harganya murah hanya 125K",28,40,176,179,144,153,130,135,,,,
"Aku ingin membeli serum wajah dari ""Sensatia Botanicals"" dengan harga net Rp200.000. Saat ini ada promo best deal di Shopee dengan diskon 30%.",18,22,76,82,131,140,117,122,,,,
"Aku tertarik dengan pelembap wajah dari ""Rollover Reaction"" yang dijual dengan harga net Rp150.000. Merek ini sedang mengadakan promo best deal di Tokopedia dengan harga spesial.",20,27,91,97,,,147,155,,,,
"Aku ingin mencoba masker wajah dari ""MARINA"" dengan harga net Rp50.000. Saat ini ada promo best deal di Sociolla dengan diskon 40%.",18,24,64,65,120,129,104,111,,,,
"Aku mencari toner wajah dari ""Mustika Ratu"" dengan harga net Rp80.000. Merek ini sedang mengadakan promo best deal di Lazada dengan potongan harga besar.
",12,16,63,68,,,118,123,,,,
"Aku tertarik dengan rangkaian produk perawatan wajah dari ""JAFRA"" dengan harga net Rp500.000. Saat ini ada promo best deal di JD.ID dengan harga spesial.",37,45,85,91,,,126,130,,,,
"Aku ingin membeli facial wash dari ""Sariayu"" dengan harga net Rp30.000. Merek ini sedang mengadakan promo best deal di Blibli dengan diskon 30%.",18,28,64,69,133,142,119,124,,,,
"Aku mencari peeling gel wajah dari ""Emina"" dengan harga net Rp70.000. Merek ini sedang mengadakan promo best deal di Zalora dengan penawaran spesial.",12,22,62,67,,,117,122,,,,
"Aku tertarik dengan rangkaian skincare wanita dari ""Purbasari"" dengan harga net Rp200.000. Saat ini ada promo best deal di Sociolla dengan potongan harga menarik.",30,37,82,88,,,123,130,,,,
"Aku ingin mencoba night cream dari ""Ristra"" dengan harga net Rp120.000. Merek ini sedang mengadakan promo best deal di Tokopedia dengan harga diskon besar.",18,28,63,69,,,119,127,,,,
"Aku mencari sheet mask dari ""Y.O.U"" dengan harga net Rp20.000. Saat ini ada promo best deal di Shopee Mall dengan penawaran spesial.",12,21,55,60,,,95,101,,,,
"Aku tertarik dengan serum vitamin C dari ""ZAP"" dengan harga net Rp180.000. Merek ini sedang mengadakan promo best deal di Blibli dengan diskon eksklusif.",20,24,66,72,,,122,127,,,,
"Aku ingin membeli facial oil dari ""Organic Supply Co."" dengan harga net Rp250.000. Saat ini ada promo best deal di Sociolla dengan harga spesial.",18,27,74,80,,,115,122,,,,
"Aku mencari day cream dari ""Hanskin"" dengan harga net Rp100.000. Merek ini sedang mengadakan promo best deal di JD.ID dengan potongan harga menarik.",12,20,56,62,,,112,116,,,,
"Aku tertarik dengan rangkaian serum dari ""Rose All Day"" dengan harga net Rp350.000. Saat ini ada promo best deal di Lazada dengan diskon besar-besaran.",30,34,75,81,,,116,121,,,,
"Aku ingin membeli exfoliating scrub dari ""Avoskin"" dengan harga net Rp80.000. Merek ini terpercaya dan saat ini ada promo best deal di Sociolla dengan harga spesial.",30,34,70,75,,,135,142,,,,
"Aku ingin membeli panci merek ""Kirin"" dengan harga net Rp150.000. Saat ini ada promo best deal di Sociolla dengan diskon 30%.",18,22,57,63,114,123,98,105,,,,
"Aku mencari wajan anti lengket merek ""Maxim"" dengan harga net Rp200.000. Merek ini sedang mengadakan promo best deal di Lazada dengan potongan harga besar.",12,16,64,70,,,120,125,,,,
"Aku ingin membeli dispenser air merek ""Quantum"" dengan harga net Rp250.000. Merek ini sedang mengadakan promo best deal di Blibli dengan diskon 40%.",18,26,67,73,137,146,123,128,,,,
"Aku tertarik dengan kompor gas merek ""Quantum"" dengan harga net Rp500.000. Saat ini ada promo best deal di Sociolla dengan potongan harga menarik.",20,29,66,72,,,107,114,,,,
"Aku ingin membeli ban mobil merek ""Achilles"" dengan harga net Rp500.000. Saat ini ada promo best deal di Tokopedia dengan diskon 15%.",18,26,64,70,122,131,105,113,,,,
"Aku tertarik dengan oli mobil merek ""Federal Oil"" yang dijual dengan harga net Rp100.000. Merek ini sedang mengadakan promo best deal di Lazada dengan harga spesial.",20,28,81,87,,,137,142,,,,
"Aku mencari wiper mobil merek ""Bosch"" dengan harga net Rp150.000. Merek ini sedang mengadakan promo best deal di Blibli dengan potongan harga besar.",12,22,57,63,,,113,118,,,,
"Aku tertarik dengan charger baterai merek ""Yuasa"" yang dijual dengan harga net Rp300.000. Saat ini ada promo best deal di JD.ID dengan harga spesial.",20,27,81,87,,,122,126,,,,
"Aku ingin membeli kaca film mobil merek ""Solar Gard"" dengan harga net Rp500.000. Merek ini sedang mengadakan promo best deal di Sociolla dengan diskon 30%.
",18,32,72,78,144,153,128,135,,,,
"Aku mencari jok mobil merek ""Sparco"" dengan harga net Rp1.000.000. Merek ini sedang mengadakan promo best deal di Zalora dengan penawaran spesial.",12,20,56,64,,,114,119,,,,
"Aku mencari pelumas rantai motor merek ""Motul"" dengan harga net Rp150.000. Saat ini ada promo best deal di Shopee Mall dengan penawaran spesial.",20,31,66,72,,,107,112,,,,
"Aku mencari kampas rem mobil merek ""Brembo"" dengan harga net Rp200.000. Merek ini sedang mengadakan promo best deal di Lazada dengan potongan harga menarik.",19,27,63,69,,,119,124,,,,
"Aku ingin membeli buku ""Leadership Mastery"" dengan harga net Rp1.000.000. Saat ini ada promo best deal di Udemy dengan diskon 50%.",18,21,63,71,119,128,106,110,,,,
"Aku ingin membeli buku ""Digital Marketing Fundamentals"" dengan harga net Rp800.000. Saat ini ada promo best deal di LinkedIn Learning dengan diskon 40%.",18,21,75,81,141,150,116,132,,,,
"Aku tertarik dengan buku ""Public Speaking Essentials"" yang dijual dengan harga net Rp500.000. Mereka sedang mengadakan promo best deal di bukura dengan harga spesial.",20,23,85,91,,,138,143,,,,
"Aku tertarik dengan buku ""Negotiation Skills Masterclass"" dengan harga net Rp700.000. Saat ini ada promo best deal di Udacity dengan harga spesial.",20,23,77,83,,,118,124,,,,
"Aku mencari buku ""Mindfulness Meditation for Stress Relief"" dengan harga net Rp200.000. Saat ini ada promo best deal di Udemy dengan penawaran spesial.",12,15,79,85,,,120,124,,,,
"Aku tertarik dengan buku ""Data Analysis with Python"" dengan harga net Rp600.000. Saat ini ada promo best deal di bukura dengan potongan harga menarik.",20,23,72,78,,,113,118,,,,
"Aku ingin membeli buku ""Personal Branding Mastery"" dengan harga net Rp900.000. Saat ini ada promo best deal di LinkedIn Learning dengan harga diskon besar.",18,21,70,76,,,111,127,,,,
"Aku tertarik dengan buku ""Emotional Intelligence for Success"" dengan harga net Rp350.000. Saat ini ada promo best deal di Udacity dengan diskon eksklusif.",20,23,81,87,,,122,128,,,,
"Aku ingin membeli buku ""Business Strategy and Planning"" dengan harga net Rp1.200.000. Saat ini ada promo best deal di edX dengan harga spesial.",18,21,75,83,,,118,120,,,,
"Aku mencari buku ""Introduction to Data Science"" dengan harga net Rp500.000. Saat ini ada promo best deal di bukura dengan potongan harga menarik.",12,15,67,73,,,108,113,,,,
"Aku ingin membeli buku ""Creative Writing Workshop"" dengan harga net Rp400.000. Saat ini ada promo best deal di Skillshare dengan harga spesial.",18,21,70,76,,,111,120,,,,
"Aku mencari buku ""Introduction to Artificial Intelligence"" dengan harga net Rp700.000. Saat ini ada promo best deal di Udacity dengan potongan harga menarik.",12,15,78,84,,,119,125,,,,
"Aku ingin membeli buku ""Project Management Essentials"" dengan harga net Rp450.000. Saat ini ada promo best deal di edX dengan penawaran spesial.",18,21,74,80,,,115,117,,,,
"Aku ingin membeli sepatu lari merek ""Nike"" dengan harga net Rp1.000.000. Saat ini ada promo best deal di JD.ID dengan diskon 20%.",18,23,62,70,118,127,105,109,,,,
"Aku ingin membeli dumbbell merek ""York Fitness"" dengan harga net Rp300.000. Saat ini ada promo best deal di Lazada dengan diskon 15%.",18,24,67,73,,,108,113,,,,
"Aku tertarik dengan sepeda statis merek ""Fitplus"" yang dijual dengan harga net Rp1.500.000. Saat ini ada promo best deal di Blibli dengan harga spesial.",20,25,81,89,,,124,129,,,,
"Aku ingin membeli matras yoga merek ""Lululemon"" dengan harga net Rp700.000. Merek ini sedang mengadakan promo best deal di Sociolla dengan diskon 30%.",18,23,67,73,,,123,130,,,,
"Aku mencari bola sepak merek ""Adidas"" dengan harga net Rp150.000. Merek ini sedang mengadakan promo best deal di Zalora dengan penawaran spesial.",12,15,57,63,,,113,118,,,,
