Text,Product_Name,Product_Start,Product_End,Price_Name,Price_Start,Price_End,Promotion_Type,Promotion_Start,Promotion_End,Marketplace_Name,Marketplace_Start,Marketplace_End
"Aku ingin membeli buku ""Project Management Essentials"" dengan harga net Rp450.000. Saat ini ada promo best deal di edX dengan penawaran spesial.",buku,18,21,450.000,74,80,,,,edX,115,117
"Aku ingin membeli sepatu lari merek ""Nike"" dengan harga net Rp1.000.000. Saat ini ada promo best deal di JD.ID dengan diskon 20%.",sepatu,18,23,1.000.000,62,70,diskon 20%,118,127,JD.ID,105,109
"Aku ingin membeli dumbbell merek ""York Fitness"" dengan harga net Rp300.000. Saat ini ada promo best deal di Lazada dengan diskon 15%.",dumbbel,18,24,300.000,67,73,,,,lazada,108,113
"Aku tertarik dengan sepeda statis merek ""Fitplus"" yang dijual dengan harga net Rp1.500.000. Saat ini ada promo best deal di Blibli dengan harga spesial.",sepeda,20,25,1.500.000,81,89,,,,blibli,124,129
"Aku ingin membeli matras yoga merek ""Lululemon"" dengan harga net Rp700.000. Merek ini sedang mengadakan promo best deal di Sociolla dengan diskon 30%.",matras,18,23,700.000,67,73,,,,sociolla,123,130
"Aku mencari bola sepak merek ""Adidas"" dengan harga net Rp150.000. Merek ini sedang mengadakan promo best deal di Zalora dengan penawaran spesial.",bola,12,15,150.000,57,63,,,,zalora,113,118
"Aku tertarik dengan sepeda lipat merek ""Polygon"" yang dijual dengan harga net Rp3.000.000. Saat ini ada promo best deal di Blibli dengan diskon eksklusif.",sepeda,20,25,3.000.000,80,88,,,,blibli,123,128
"Aku ingin membeli bola voli merek ""Mikasa"" dengan harga net Rp400.000. Saat ini ada promo best deal di Sociolla dengan harga spesial.",bola,18,21,400.000,62,68,,,,sociolla,103,110
"Aku tertarik dengan kaos kaki merek ""Puma"" yang dijual dengan harga net Rp800.000. Saat ini ada promo best deal di Tokopedia dengan diskon besar-besaran.",kaos kaki,20,28,800.000,74,80,,,,tokopedia,115,123
"Aku ingin membeli printer merek ""HP"" dengan harga net Rp1.000.000. Saat ini ada promo best deal di Tokopedia dengan diskon 20%.",printer,18,24,1.000.000,56,64, diskon 20%,115,125,tokopedia,99,107
"Aku tertarik dengan meja kerja merek ""IKEA"" yang dijual dengan harga net Rp500.000. Merek ini sedang mengadakan promo best deal di Shopee dengan harga spesial.",meja ,20,24,500.000,75,81,,,,shopee,131,136
"Aku ingin membeli komputer merek ""Dell"" dengan harga net Rp5.000.000. Saat ini ada promo best deal di Lazada dengan diskon 15%.",komputer,18,25,5.000.000,59,67,diskon 15%,116,125,lazada,102,107
"Aku tertarik dengan whiteboard merek ""Artline"" yang dijual dengan harga net Rp200.000. Saat ini ada promo best deal di Blibli dengan harga spesial.",whiteboard,20,29,200.000,78,84,,,,blibli,119,124
"Aku tertarik dengan lemari arsip merek ""Lion"" dengan harga net Rp500.000. Saat ini ada promo best deal di JD.ID dengan potongan harga menarik.",lemari arsip,20,31,500.000,65,71,,,,JD.ID,106,110
"Aku ingin membeli kalkulator merek ""Casio"" dengan harga net Rp100.000. Saat ini ada promo best deal di Shopee dengan harga diskon besar.",kalkulator,18,27,100.000,62,68,,,,shopee,103,108
"Aku tertarik dengan mesin laminating merek ""GBC"" yang dijual dengan harga net Rp300.000. Merek ini sedang mengadakan promo best deal di Lazada dengan potongan harga besar.",mesin laminating,20,35,300.000,80,86,,,,lazada,136,141
"Aku mencari monitor merek ""LG"" dengan harga net Rp1.200.000. Merek ini sedang mengadakan promo best deal di Blibli dengan potongan harga menarik.",monitor,12,18,1.200.000,50,58,,,,blibli,108,113
"Aku ingin membeli keyboard merek ""Logitech"" dengan harga net Rp250.000. Saat ini ada promo best deal di JD.ID dengan harga spesial.",keyboard,18,25,250.000,63,69,,,,JD.ID,104,108
"Aku mencari meja rapat merek ""IKEA"" dengan harga net Rp800.000. Merek ini sedang mengadakan promo best deal di Blibli dengan potongan harga menarik.",meja ,12,16,800.000,55,61,,,,blibli,111,116
"Aku ingin membeli baju merek ""Zara"" dengan harga net Rp300.000. Saat ini ada promo best deal di Zalora dengan diskon 30%.",baju,18,21,300.000,55,61,diskon 30%,110,119,zalora,96,101
"Aku tertarik dengan dress merek ""H&M"" yang dijual dengan harga net Rp400.000. Merek ini sedang mengadakan promo best deal di Shopee dengan harga spesial.",dress,20,24,400.000,69,75,,,,shopee,125,130
"Aku mencari kaos polos merek ""Uniqlo"" dengan harga net Rp150.000. Merek ini sedang mengadakan promo best deal di Tokopedia dengan harga diskon besar.",kaos,12,15,150.000,57,63,,,,tokopedia,113,121
"Aku tertarik dengan rok merek ""Mango"" yang dijual dengan harga net Rp500.000. Saat ini ada promo best deal di Zara dengan harga spesial.",rok,20,22,500.000,69,75,,,,zara,110,113
"Aku mencari baju tidur merek ""Victoria's Secret"" dengan harga net Rp200.000. Merek ini sedang mengadakan promo best deal di Lazada dengan penawaran spesial.",baju,12,15,200.000,68,74,,,,lazada,124,129
"Aku mencari dress formal merek ""Calvin Klein"" dengan harga net Rp800.000. Merek ini sedang mengadakan promo best deal di Tokopedia dengan harga spesial.",dress,12,16,800.000,65,71,,,,tokopedia,121,129
"Aku ingin membeli celana panjang merek ""Pull&Bear"" dengan harga net Rp250.000. Saat ini ada promo best deal di Shopee dengan diskon 50%.",celana,18,23,250.000,70,76,diskon 50%,125,134,shopee,111,116
"Aku ingin membeli baju anak merek ""Carter's"" dengan harga net Rp150.000. Saat ini ada promo best deal di Zalora dengan diskon 30%.",baju,18,21,150.000,64,70,diskon 30%,119,128,zalora,105,110
"Aku tertarik dengan dress anak merek ""GAP"" yang dijual dengan harga net Rp250.000. Merek ini sedang mengadakan promo best deal di Shopee dengan harga spesial.",dress,20,24,250.000,74,80,,,,shopee,130,135
"Aku mencari kaos anak merek ""Zara"" dengan harga net Rp100.000. Merek ini sedang mengadakan promo best deal di Tokopedia dengan harga diskon besar.",kaos,12,15,100.000,54,60,,,,zara,29,32
"Aku ingin membeli sweater merek ""Disney"" dengan harga net Rp150.000. Merek ini sedang mengadakan promo best deal di Shopee dengan potongan harga menarik.",sweater,18,24,150.000,60,66,,,,shopee,116,121
"Aku mencari baju tidur anak merek ""Cotton On Kids"" dengan harga net Rp80.000. Merek ini sedang mengadakan promo best deal di Lazada dengan penawaran spesial.",baju,12,15,80.000,70,75,,,,lazada,125,130
"Aku mencari dress anak merek ""Carter's"" dengan harga net Rp200.000. Merek ini sedang mengadakan promo best deal di Tokopedia dengan harga spesial.",dress,12,16,200.000,59,65,,,,tokopedia,115,123
"Aku ingin membeli kaos lengan panjang anak merek ""H&M"" dengan harga net Rp100.000. Saat ini ada promo best deal di Shopee dengan diskon 50%.",kaos,18,21,100.000,74,80,diskon 50%,129,138,shopee,115,120
"Aku tertarik dengan dress anak merek ""Libby"" yang dijual dengan harga net Rp180.000. Merek ini sedang mengadakan promo best deal di Shopee dengan harga spesial.

",dress anak,20,29,180.000,76,82,,,,shopee,132,137
"Aku ingin membeli celana jeans anak merek ""Anakara"" dengan harga net Rp150.000. Saat ini ada promo best deal di Blibli dengan potongan harga besar.
",celana jeans anak,18,34,150.000,71,77,,,,blibli,112,117
"Aku tertarik dengan rok anak merek ""Little Ayla"" yang dijual dengan harga net Rp130.000. Saat ini ada promo best deal di Shopee dengan diskon besar-besaran.",rok anak,20,27,130.000,80,86,,,,shopee,121,126
"Aku ingin membeli sweater anak merek ""Tiny Dream"" dengan harga net Rp100.000. Saat ini ada promo best deal di Tokopedia dengan penawaran spesial.",sweater anak,18,29,100.000,69,75,,,,tokopedia,110,118
"Aku tertarik dengan jaket anak merek ""Little Bobo"" yang dijual dengan harga net Rp200.000. Saat ini ada promo best deal di Blibli dengan harga spesial.",jaket anak,20,29,200.000,82,88,,,,blibli,123,128
"Aku mencari buku mewarnai anak merek ""Colorful Kids"" dengan harga net Rp30.000. Merek ini sedang mengadakan promo best deal di JD.ID dengan harga spesial.",buku mewarnai,12,24,30.000,72,77,,,,JD.ID,127,131
"Aku ingin membeli buku sains anak merek ""Young Scientists"" dengan harga net Rp65.000. Saat ini ada promo best deal di Lazada dengan penawaran spesial.",buku sains,18,27,65.000,78,83,,,,lazada,118,123
"Aku tertarik dengan buku kisah tokoh inspiratif anak merek ""Little Heroes"" yang dijual dengan harga net Rp70.000. Saat ini ada promo best deal di Blibli dengan harga spesial.",buku kisah,20,29,70.000,106,111,,,,blibli,146,151
Ingin membeli buku Laut Bercerita yang berharga 109 ribu rupiah di Facebook,Buku,14,17,109 ribu,48,55,,,,,,
Beli action figure anime dengan harga 720.000 ribu rupiah di toko Kyou,Figure,12,17,720.000 ribu,38,49,,,,Kyou,66,69
Mau beli burger dengan total harga 82.000 ribu ditambah diskon 20% ,Burger,9,14,82.000 ribu,35,45,0.2,63,65,,,
Pompa galon USB electric dengan harga 10.000 ,Pompa,0,4,10.000,38,43,,,,,,
Kasur ex hotel dan tarikan hotel Harga mulai 275.000,Kasur,0,4,275.000,45,51,,,,,,
Smartphone Iphone 128 GB ex Ibox dijual 3.200.000 di Facebook,Smartphone,0,9,3.200.000,40,48,,,,Facebook,53,60
Ban motor copotan sepasang Rp. 150.000 di Facebook,Ban motor,0,8,Rp. 150.000,27,37,,,,Facebook,42,49
Smartphone iPhone 13 Pro 128GB SierraBlue iBox Rp. 4.480.000 di Facebook Marketplace,Smartphone,0,9,Rp. 4.480.000,47,59,,,,Facebook,64,71
Laptop Macbook Pro 2016 Touchbar 8/256GB Rp. 6.650.000,Laptop,0,5,Rp. 6.650.000,41,53,,,,,,
"Rp12,500,000 FULLSET KOMPUTER PC GAMING/EDITING RTX 3060 RYZEN 5600G DISKON 20% di facebook",Komputer,21,28,"Rp12,500,000",0,11,0.2,76,78,Facebook,83,90
Apakah untung membeli Motor Vario cbs 2010 Rp. 6.500.000 di facebook,Motor,22,26,Rp. 6.500.000,43,55,,,,Facebook,60,67
Apakah untung membeli Smartphone iphone seharga Rp. 5.400.000 di facebook marketplace,Smartphone,22,31,Rp. 5.400.000,48,60,,,,Facebook,65,72
"Smartphone terbaru Rp 5.000.000 an, tergantung merek dan spesifikasinya ada di facebook marketplace",Smartphone,0,9,Rp 5.000.000,19,30,,,,Facebook,79,86
Laptop gaming harga Rp 7.000.000 an di facebook marketplace,Laptop,0,5,Rp 7.000.000,20,31,,,,Facebook,39,46
Mau beli Action Cam Camera Digital 4K WiFi Dual Screen Bcare X-5 Hitam harga nya berapa ya di tokopedia?,Camera,20,25,,,,,,,Tokopedia,94,102
Apakah worth membeli Olympus Tough TG6 Digital Camera Waterproof TG 6 Underwater kamera dengan harga Rp8.199.000 sehabis diskon 16% di tokopedia?,Camera,47,52, Rp8.199.000,100,111,0.16,128,130,Tokopedia,135,143
Apakah worth membeli Borescope Endoscope Camera Inspection Digital Screen HD Pixel IP67 di tokopedia?,Camera,41,46,,,,,,,Tokopedia,91,99
Harga Tripod 1M / Stabilezer Camera DSLR Digital Dan Handphone berapa di tokopedia ?,Camera,29,34,,,,,,,Tokopedia,73,81
Apaka membeli Canon EOS M50 Mirrorless Digital Camera with Lens 15-45mm - BLACK - M50 BODY worth di tokopedia?,Camera,47,52,,,,,,,Tokopedia,100,108
Saya ingin membeli Canon EOS M50 Mark II KIT 15-45 Mirrorless Digital Camera di tokopedia,Camera,70,75,,,,,,,Tokopedia,80,88
Mau beli smartphone dengan harga Rp3.000.000 di Tokopedia,Smartphone,9,18,Rp3.000.000,33,43,,,,Tokopedia,48,56
Mau beli laptop gaming dengan harga sekitar Rp10.000.000 di tokopedia.,Laptop,9,14,Rp10.000.000,44,55,,,,Tokopedia,60,68
Mau beli kamera mirrorless dengan harga sekitar Rp7.000.000 di tokopedia.,Kamera,9,14,Rp7.000.000,48,58,,,,Tokopedia,63,71
Mau beli televisi LED dengan harga sekitar Rp5.000.000 di tokopedia.,Televisi,9,16,Rp5.000.000,43,53,,,,Tokopedia,58,66
Mau beli headphone wireless dengan harga sekitar Rp1.500.000 di tokopedia.,Headphone,9,17,Rp1.500.000,49,59,,,,Tokopedia,64,72
Mau beli smartwatch dengan harga sekitar Rp2.500.000 di tokopedia.,Smartwatch,9,18,Rp2.500.000,41,51,,,,Tokopedia,56,64
Mau beli printer all-in-one dengan harga sekitar Rp800.000 di tokopedia,Printer,9,15,Rp800.000,49,57,,,,Tokopedia,62,70
Mau beli earphone noise-cancelling dengan harga sekitar Rp500.000 di facebook,Earphone,9,16,Rp500.000,56,64,,,,Facebook,69,76
Mau beli speaker Bluetooth dengan harga sekitar Rp1.200.000 di tokopedia.,Speaker,9,15,Rp1.200.000,48,58,,,,Tokopedia,63,71
Mau beli hard disk eksternal dengan harga sekitar Rp1.000.000 di tokopedia,Hard disk,9,17,Rp1.000.000,50,60,,,,Tokopedia,65,73
"Aku lagi kepengen banget beli smartphone  sobat facebook yang harganya sekitar Rp5.000.000, biar bisa stay connected dengan gaya yang stylish!",Smartphone,30,39,Rp5.000.000,79,89,,,,Facebook,48,55
"Wah, hatiku tergoda buat beli laptop gaming yang harganya sekitar Rp10.000.000 ada yang jual segitu di facebook marketplace",Laptop,30,35,Rp10.000.000,66,77,,,,Facebook,103,110
Kamu tahu nggak? Aku tuh sedang kebelet pengen punya kamera mirrorless yang berharga sekitar Rp7.000.000 ada yang jual di facebook marketplace segituan.,Kamera,53,58,Rp7.000.000,93,103,,,,Facebook,122,129
"Kalau boleh jujur, aku tuh pengen banget punya televisi LED yang harganya sekitar Rp5.000.000.Baru ngeliat ada yang jual di facebook marketplace.",Televisi,47,54,Rp5.000.000,82,92,,,,Facebook,124,131
"Aku lagi mikir-mikir mau beli earphone wireless yang harganya sekitar Rp1.500.000, biar bisa menikmati musik tanpa kabel yang menggangu gerakanku!",Earphone,30,37,Rp1.500.000,70,80,,,,,,
"Coba deh bayangkan sobat facebook, aku pengen banget punya jam tangan TAG HEUER yang harganya mahal biar bisa diflex ke orang-orang kalau aku udh sukses",Jam tangan,59,68,,,,,,,Facebook,25,32
"Nggak bisa dipungkiri, aku sedang berpikir serius untuk membeli printer all-in-one yang harganya sekitar Rp800.000 di facebook marketplace",Printer,64,70,Rp800.000,105,113,,,,Facebook,118,125
"Sedang mencari pengalaman baru, aku tertarik untuk membeli kamera aksi dengan harga sekitar Rp3.000.000 di facebook marketplaceMau merekam petualangan hidupku dan membagikannya kepada dunia!",Kamera,59,64,Rp3.000.000,92,102,,,,Facebook,107,114
Aku mau melengkapi setup musikku dengan speaker Bluetooth yang harganya sekitar Rp1.200.000Biar bisa menghidupkan suasana dengan irama dan bass yang menggelegar!,Speaker,40,46,Rp1.200.000,80,90,,,,,,
"Sebagai seorang fotografer amatir, aku merasa tertarik membeli tripod yang harganya sekitar Rp1.000.000Biar bisa menjaga kamera tetap stabil dan menghasilkan foto-foto yang tajam!",Kamera,121,126,Rp1.000.000,92,102,,,,,,
"Aku lagi pengen banget makan sushi enak nih di gofood, kira-kira harganya sekitar Rp200.000 untuk puas perut dan lidah!",Sushi,29,33,Rp200.000,82,90,,,,Gofood,47,52
"Wah, hatiku tergoda buat nyobain steak yang juicy dengan harga sekitar Rp300.000Ada yang jual ga ya di shoppee food ?",Steak,33,37,Rp300.000,71,79,,,,Shoppee,103,109
Kamu tahu nggak? Aku tuh sedang kebelet pengen makan pizza lezat yang berharga sekitar Rp150.000Pengen coba beli di shoppee food,Pizza,53,57,Rp150.000,87,95,,,,Shoppee,116,122
"Kalau boleh jujur, aku tuh pengen banget makan seafood yang segar dengan harga sekitar Rp500.000 di Shoppee ",Seafood,47,53,Rp500.000,87,95,,,,Shoppee,100,106
Aku lagi mikir-mikir mau beli gelato enak yang harganya sekitar Rp50.000 di gofood.,Gelato,30,35,Rp50.000,64,71,,,,Gofood,76,81
"Coba deh bayangkan, aku pengen banget makan ramen yang sedap dengan harga sekitar Rp80.000Mau merasakan kenikmatan kuah gurih dan mie kenyal!",Ramen,44,48,Rp80.000,82,89,,,,,,
"Nggak bisa dipungkiri, aku sedang berpikir serius untuk mencoba makanan Korea yang populer dengan harga sekitar Rp120.000Biar bisa menikmati hidangan yang unik dan lezat!",Makanan,64,70,Rp120.000,112,120,,,,,,
"Sedang mencari pengalaman baru, aku tertarik untuk mencicipi fondue dengan harga sekitar Rp250.000 dari Shopee.",Fondue,61,66,Rp250.000,89,97,,,,,,
Aku mau melengkapi pengalaman kulinerku dengan mencoba sushi burrito yang harganya sekitar Rp100.000 pesen di shoppeeBiar bisa menyatukan rasa sushi dan kepraktisan makanan gulung!,Makanan,165,171,Rp100.000,91,99,,,,Shoppee,110,116
"Sebagai penggemar makanan pedas, aku merasa tertarik mencoba hot pot dengan harga sekitar Rp200.000 di FacebookMau merasakan sensasi kehangatan dan kepedasan yang menyenangkan!",Makanan,18,24,Rp200.000,90,98,,,,,,
Aku pengen banget beli jaket musim dingin yang stylish dengan harga sekitar Rp500.000 pesan lewat Facebook,Jaket,23,27,Rp500.000,76,84,,,,Facebook,98,105
"Wah, hatiku tergoda buat nyari dress elegan yang cantik dengan harga sekitar Rp300.000Kira- kira ada ga ya jual di facebook atau mana gitu",Dress,31,35,Rp300.000,77,85,,,,Facebook,115,122
Kamu tahu nggak? Aku tuh sedang kebelet pengen punya sneakers keren Nike yang berharga sekitar Rp700.000 di Facebook ada yang jual,Sneakers,53,60,Rp700.000,95,103,,,,Facebook,108,115
"Kalau boleh jujur, aku tuh pengen banget beli baju renang yang trendy dengan harga sekitar Rp210.000yang dijual di tokopedia",Baju,46,49,Rp210.000,91,99,,,,Tokopedia,115,123
Aku lagi mikir-mikir mau beli kemeja lengan panjang yang modis dengan harga sekitar Rp150.000Biar bisa tampil rapi dan stylish di berbagai kesempatan!,Kemeja,30,35,Rp150.000,84,92,,,,,,
"Coba deh bayangkan, aku pengen banget punya celana jeans yang pas dengan harga sekitar Rp250.000",Celana,44,49,Rp250.000,87,95,,,,,,
"Nggak bisa dipungkiri, aku sedang berpikir serius untuk membeli kaos polo yang nyaman dengan harga sekitar Rp100.000Di facebook ada kayaknya",Kaos,64,67,Rp100.000,107,115,,,,Facebook,119,126
"Sedang mencari pengalaman baru, aku tertarik untuk mencoba jumpsuit dengan harga sekitar Rp200.500 semoga di facebook ada",Jumpsuit,59,66,Rp200.500,89,97,,,,Facebook,109,116
Aku mau melengkapi koleksi pakaianku dengan blazer yang elegan dengan harga sekitar Rp400.000Ada ga ya jual di facebook ?,Blazer,44,49,Rp400.000,84,92,,,,Facebook,111,118
"Sebagai penggemar aksesori, aku merasa tertarik mencari topi yang keren dengan harga sekitar Rp50.000",Topi,56,59,Rp50.000,93,100,,,,,,
"Mau beli smartphone iPhone 14 nih, harganya sekitar Rp12.000.000 di facebook marketplace",Smartphone,9,18,Rp12.000.000,52,63,,,,Facebook,68,75
"Abis liat fashion brand baru di facebook, jadi kepengen beli sneakers terbaru yang lagi hitsHarganya sekitar Rp2.000.000, harus nabung dulu nih biar bisa kekinian!",Sneakers,61,68,Rp2.000.000,109,119,,,,Facebook,32,39
"Wow baru liat drop koleksi baju Supreme yang limited edition di facebook Harganya sekitar Rp4.000.000, semoga rezeki bulan ini cukup buat nge-cop item kece itu!",Baju,27,30,Rp4.000.000,90,100,,,,Facebook,64,71
"Mau beli makeup palette yang sedang trending di Twitter itu, harganya sekitar Rp500.000Biar bisa eksperimen dengan lewks yang on point dan dapat banyak pujian!",Makeup,9,14,Rp500.000,78,86,,,,Twitter,48,54
"Naksir banget sama topi bucket yang lagi hits di tahun 2023 iniHarganya sekitar Rp150.000, semoga bisa dapetin di online shop favoritku!",Topi,19,22,Rp150.000,80,88,,,,,,
"Terinspirasi oleh influencer, pengen banget punya sneakers Adidas terbaru yang trendyHarganya sekitar Rp2.550.000, harus nabung dan pantengin timeline diskonan!",Sneakers,50,57,Rp2.550.000,102,112,,,,,,
"Denger kabar ada kamera mirrorless Canon terbaru dengan fitur canggih, harganya sekitar Rp8.120.000 kece itu bisa di cek di Tokopedia",Kamera,17,22,Rp8.120.000,88,98,,,,,,
"Ada brand lokal kosmetik bagus nih, harganya terjangkau sekitar Rp200.000 bisa di beli di TokopediaAyo dukung produk lokal dan tetap stylish!",Kosmetik,16,23,Rp200.000,64,72,,,,Tokopedia,90,98
"Eh, lagi nyari vacuum cleaner yang bagus nihHarganya sekitar Rp1.500.000, biar bisa ngelap rumah jadi lebih efisienDi tokopedia ada ga ya ?",Cleaner,22,28,Rp1.500.000,61,71,,,,Tokopedia,118,126
"Mau beli rice cooker yang kapasitasnya besar, harganya sekitar Rp500.000Ada ga ya di Tokopedia?",Rice cooker,9,19,Rp500.000,63,71,,,,Tokopedia,85,93
"Naksir banget sama set peralatan dapur stainless steel di TokopediaHarganya sekitar Rp1.000.000, biar bisa masak dengan gaya dan tahan lama!",Peralatan dapur,23,37,Rp1.000.000,84,94,,,,Tokopedia,58,66
"Pengen beli blender yang powerful, harganya sekitar Rp700.000 ada ga ya di tokopedia ?",Blender,12,18,Rp700.000,52,60,,,,Tokopedia,75,83
"Duh, lagi butuh air fryer nihHarganya sekitar Rp800.000 nih di facebook marketplace",Air Fryer,16,24,Rp800.000,46,54,,,,Facebook,63,70
"Lagi demen sama set peralatan makan yang cantik, harganya sekitar Rp300.000 di facebook marketplace",Peralatan,20,28,Rp300.000,66,74,,,,Facebook,79,86
"Mau beli mesin cuci yang hemat energi, harganya sekitar Rp2.000.000 yang dijual di facebook marketplace",Mesin cuci,9,18,Rp2.000.000,56,66,,,,Facebook,83,90
"Eh, ada toaster oven yang bagus nih, harganya sekitar Rp400.000 tadi liat di facebook page lewat",Oven,16,19,Rp400.000,54,62,,,,Facebook,77,84
"Eh, mau tanya dong, harga sweater yang lagi hype sekarang apa ya sobat twitter ?",Sweater,26,32,,,,,,,Twitter,71,77
Ada yang tau gak harga sepatu sneakers brand ini? Modelnya kece banget.,Sneakers,30,37,,,,,,,,,
"Coba deh, share harga jaket denim yang oke punya. ",Jaket,22,26,,,,,,,,,
"Mau nanya, berapa harga jeans ripped yang lagi hits? Pengen tampil kece dengan gaya streetwear!",Jeans,24,28,,,,,,,,,
"Kawan twitter penasaran nih, harga kaos oblong brand lokal yang kualitasnya oke gimana ya? ",Kaos,35,38,,,,,,,,,
Ada yang punya info harga sweater oversize yang lagi nge-trend? ,Sweater,26,32,,,,,,,,,
"Nanya dong, harga celana chino yang bisa dipake ke mana-mana. Lagi nyari yang affordable tapi tetap stylish!",Celana,18,23,,,,,,,,,
"Mau tahu, berapa harga hoodie dengan brand streetwear ini?",Hoodie,23,28,,,,,,,,,
"Lagi nyari wireless earbuds yang oke punya, tapi budget terbatas. Ada rekomendasi gak kawan Twitter?",Earbuds,20,26,,,,,,,Twitter,92,98
"Mau beli hoodie kece dengan harga yang masih friendly di kantong, ada yang punya saran Twitter friend ?",Hoodie,9,14,,,,,,,Twitter,87,93
"Pengen punya sneakers dengan desain trendy, tapi tetap affordable. Ada yang bisa kasih tau Twitter fam yang pas?",Sneakers,13,20,,,,,,,Twitter,91,97
Lagi cari tas ransel yang stylish tapi harganya ga bikin kantong jebol. Ada yang tahu merk yang oke sobat Twitter?,Tas,10,12,,,,,,,Twitter,106,112
"Mencari kacamata hitam yang keren, tapi harganya masih di bawah budget. Ada yang bisa kasih info?",Kacamata,8,15,,,,,,,,,
"Lagi pengen beli baju crop top yang lucu-lucu, tapi tetap terjangkau buat kantong mahasiswa. Ada yang punya rekomendasi?",Baju,17,20,,,,,,,,,
"Mau beli jam tangan dengan design minimalis, tapi harganya ga mahal-mahal banget. Ada saran merk yang bagus? kalau bisa di toko onlien kayak shoppee",Jam tangan,9,18,,,,,,,Shoppee,141,147
"Lagi nyari sneakers vintage yang affordable, tapi tetap kualitasnya oke. Ada yang jual di facebook sini ?",Sneakers,11,18,,,,,,,Facebook,90,97
"Mencari hoodie oversized yang nyaman dipakai, tapi harganya ga bikin dompet menangis. Ada yang tahu dimana bisa dapetin? Apa ada di shoppee?",Hoodie,8,13,,,,,,,Shoppee,132,138
"Pengen punya kaos dengan desain unik, tapi harganya masih terjangkau. Ada yang punya brand favorit?",Kaos,13,16,,,,,,,,,
"Lagi cari celana jogger yang trendy, tapi harganya masih friendly. Ada yang tahu merk yang oke? Pengen beli online di shoppee",Celana,10,15,,,,,,,shoppee,118,124
"Mau beli sepatu boots dengan harga yang ga bikin bangkrut, tapi tetap kualitasnya bagus. Ada saran tempat beli?",Boots,16,20,,,,,,,,,
"Lagi nyari sweater dengan motif yang eye-catching, tapi harganya masih ramah di kantong. Ada yang punya referensi brand kawan facebook ?",Sweater,11,17,,,,,,,Facebook,126,133
"Mencari denim jaket yang bisa bikin tampilan jadi lebih keren, tapi tetap terjangkau. Ada yang bisa kasih rekomendasi sobat facebook ?",Jaket,14,18,,,,,,,Facebook,124,131
"Pengen punya kaos polos dengan kualitas baik, tapi harganya masih terjangkau. Ada yang tahu dimana bisa dapetin?",Kaos,13,16,,,,,,,,,
Baru aja beli sepatu keren seharga 700 ribu di Shoppee. Langsung tingkatkan gaya fashion!,Fashion,81,87,700 ribu,35,42,,,,Shoppee,47,53
Gue baru aja dapetin smartphone baru seharga 5 juta di tokopedia. Kualitas kameranya bikin auto jago fotografi!,Smartphone,21,30,5 juta,45,50,,,,Tokopedia,55,63
Tadi gue beli laptop gaming seharga Rp 10.499.000 di tokopedia terpercaya. Spesifikasinya bikin gaming experience jadi maksimal!,Laptop,14,19,Rp 10.499.000,36,48,,,,Tokopedia,53,61
Gue baru aja beli headphone wireless seharga 2 juta di Kaskus. Tinggal dengerin musik tanpa ribet kabel!,Headphone,18,26,2 juta,45,50,,,,Kaskus,55,60
Baru aja nambah koleksi jam tangan kece seharga 3.122.000 di Facebook marketplace. ,Jam tangan,24,33,3.122.000,48,56,,,,Facebook,61,68
Gue baru aja beli kamera mirrorless seharga 7 juta di platform Tokopedia. Bisa eksplorasi dunia fotografi lebih seru!,Kamera,18,23,7 juta,44,49,,,,Tokopedia,63,71
"Baru aja beli smartwatch pintar seharga 1,5 juta di Tokopedia. Mau monitor kesehatan jadi lebih mudah!",Smartwatch,14,23,"1,5 juta",40,47,,,,Tokopedia,52,60
"Gue baru aja dapat tas backpack premium seharga 1,2 juta di website jual beli online. Desainnya bikin kece di segala kesempatan!",Tas,19,21,"1,2 juta",48,55,,,,,,
"Baru aja beli soundbar seharga 3,5 juta di e-commerce. Bisa nonton film jadi lebih seru dengan kualitas suara yang jernih!",Soundbar,14,21,"3,5 juta",31,38,,,,,,
Gue baru aja beli drone seharga 4 juta di tokopedia ,Drone,18,22,4 juta,32,37,,,,Tokopedia,42,50
Baru aja nambah koleksi baju branded seharga 500 ribu di platform Shoppee. Tingkatkan gaya fashion tanpa harus boros!,Fashion,91,97,500 ribu,45,52,,,,Shoppee,66,72
Aku baru aja beli power bank seharga 200 ribu di situs jual beli online dengan diskon 15%,Power bank,18,27,200 ribu,37,44,0.15,86,88,,,
Baru aja beli earphone wireless seharga 300 ribu di toko online favorit. Dengerin musik jadi lebih bebas dan praktis!,Earphone,14,21,300 ribu,40,47,,,,,,
"Gaes twitter, baru aja dapet speaker portable seharga 800 ribu di marketplace. Langsung bikin suasana pesta jadi lebih asyik!",Speaker,29,35,800 ribu,54,61,,,,Twitter,5,11
Baru aja nambah koleksi kacamata hitam seharga 150 ribu di website jual beli online. Tampil keren dengan pelindung mata yang modis!,Kacamata,24,31,150 ribu,47,54,,,,,,
Worth it ga guys beli kosmetik SKINTIFIC - Mugwort Acne Clat Mask seharga 94 ribu di shoppee?,Kosmetik,22,29,94 ribu,74,80,,,,Shoppee,85,91
"Eh, nih guys, worth it gak ya kalo beli sneakers Mens - Nike Air Force 1 '07 White 46 seharga 1.5 juta yang diskon 30%? Pengen nambah koleksi tapi pikir-pikir dulu nih.",Sneakers,40,47,1.5 juta,94,101,0.3,115,117,,,
